DATE,SP500,A939RX0Q048SBEA,CPIAUCSL,JTS1000JOL,T10Y2Y,T10Y3M,T6MFF,TB3SMFFM,VIXCLS,CAPE,TR_CAPE
1952-01-01,23.799999,0.00658646313243949,-0.000755857934701343,,,,,,,,
1952-01-02,23.799999,,,,,,,,,,
1952-01-03,23.879999,,,,,,,,,,
1952-01-04,23.92,,,,,,,,,,
1952-01-07,23.91,,,,,,,,,,
1952-01-08,23.82,,,,,,,,,,
1952-01-09,23.74,,,,,,,,,,
1952-01-10,23.860001,,,,,,,,,,
1952-01-11,23.98,,,,,,,,,,
1952-01-14,24.16,,,,,,,,,,
1952-01-15,24.059999,,,,,,,,,,
1952-01-16,24.09,,,,,,,,,,
1952-01-17,24.200001,,,,,,,,,,
1952-01-18,24.25,,,,,,,,,,
1952-01-21,24.459999,,,,,,,,,,
1952-01-22,24.66,,,,,,,,,,
1952-01-23,24.540001,,,,,,,,,,
1952-01-24,24.559999,,,,,,,,,,
1952-01-25,24.549999,,,,,,,,,,
1952-01-28,24.610001,,,,,,,,,,
1952-01-29,24.57,,,,,,,,,,
1952-01-30,24.23,,,,,,,,,,
1952-01-31,24.139999,,,,,,,,,12.5270597481723,16.0224500865219
1952-02-01,24.299999,,-0.00151343199526766,,,,,,,,
1952-02-04,24.120001,,,,,,,,,,
1952-02-05,24.110001,,,,,,,,,,
1952-02-06,24.18,,,,,,,,,,
1952-02-07,24.110001,,,,,,,,,,
1952-02-08,24.24,,,,,,,,,,
1952-02-11,24.110001,,,,,,,,,,
1952-02-13,23.92,,,,,,,,,,
1952-02-14,23.870001,,,,,,,,,,
1952-02-15,23.860001,,,,,,,,,,
1952-02-18,23.74,,,,,,,,,,
1952-02-19,23.360001,,,,,,,,,,
1952-02-20,23.09,,,,,,,,,,
1952-02-21,23.16,,,,,,,,,,
1952-02-25,23.23,,,,,,,,,,
1952-02-26,23.15,,,,,,,,,,
1952-02-27,23.18,,,,,,,,,,
1952-02-28,23.290001,,,,,,,,,,
1952-02-29,23.26,,,,,,,,,12.3641193504611,15.8110363511587
1952-03-01,23.26,,-0.000757575793808307,,,,,,,,
1952-03-03,23.290001,,,,,,,,,,
1952-03-04,23.68,,,,,,,,,,
1952-03-05,23.709999,,,,,,,,,,
1952-03-06,23.690001,,,,,,,,,,
1952-03-07,23.719999,,,,,,,,,,
1952-03-10,23.6,,,,,,,,,,
1952-03-11,23.620001,,,,,,,,,,
1952-03-12,23.73,,,,,,,,,,
1952-03-13,23.75,,,,,,,,,,
1952-03-14,23.75,,,,,,,,,,
1952-03-17,23.92,,,,,,,,,,
1952-03-18,23.870001,,,,,,,,,,
1952-03-19,23.82,,,,,,,,,,
1952-03-20,23.889999,,,,,,,,,,
1952-03-21,23.93,,,,,,,,,,
1952-03-24,23.93,,,,,,,,,,
1952-03-25,23.790001,,,,,,,,,,
1952-03-26,23.780001,,,,,,,,,,
1952-03-27,23.99,,,,,,,,,,
1952-03-28,24.18,,,,,,,,,,
1952-03-31,24.370001,,,,,,,,,12.3623390873904,15.8075103723309
1952-04-01,24.18,-0.00171937408031297,0.00264900817157709,,,,,,,,
1952-04-02,24.120001,,,,,,,,,,
1952-04-03,24.120001,,,,,,,,,,
1952-04-04,24.02,,,,,,,,,,
1952-04-07,23.799999,,,,,,,,,,
1952-04-08,23.91,,,,,,,,,,
1952-04-09,23.940001,,,,,,,,,,
1952-04-10,24.110001,,,,,,,,,,
1952-04-14,23.950001,,,,,,,,,,
1952-04-15,23.65,,,,,,,,,,
1952-04-16,23.58,,,,,,,,,,
1952-04-17,23.41,,,,,,,,,,
1952-04-18,23.5,,,,,,,,,,
1952-04-21,23.690001,,,,,,,,,,
1952-04-22,23.58,,,,,,,,,,
1952-04-23,23.48,,,,,,,,,,
1952-04-24,23.43,,,,,,,,,,
1952-04-25,23.540001,,,,,,,,,,
1952-04-28,23.549999,,,,,,,,,,
1952-04-29,23.49,,,,,,,,,,
1952-04-30,23.32,,,,,,,,,12.2427286832669,15.6563986137722
1952-05-01,23.17,,0.000377857552200211,,,,,,,,
1952-05-02,23.559999,,,,,,,,,,
1952-05-05,23.66,,,,,,,,,,
1952-05-06,23.67,,,,,,,,,,
1952-05-07,23.809999,,,,,,,,,,
1952-05-08,23.860001,,,,,,,,,,
1952-05-09,23.84,,,,,,,,,,
1952-05-12,23.75,,,,,,,,,,
1952-05-13,23.780001,,,,,,,,,,
1952-05-14,23.68,,,,,,,,,,
1952-05-15,23.6,,,,,,,,,,
1952-05-16,23.559999,,,,,,,,,,
1952-05-19,23.610001,,,,,,,,,,
1952-05-20,23.74,,,,,,,,,,
1952-05-21,23.780001,,,,,,,,,,
1952-05-22,23.91,,,,,,,,,,
1952-05-23,23.889999,,,,,,,,,,
1952-05-26,23.940001,,,,,,,,,,
1952-05-27,23.879999,,,,,,,,,,
1952-05-28,23.84,,,,,,,,,,
1952-05-29,23.860001,,,,,,,,,,
1952-05-31,23.860001,,,,,,,,,12.2004787619458,15.6064970436272
1952-06-01,23.860001,,0.00226415191063856,,,,,,,,
1952-06-02,23.799999,,,,,,,,,,
1952-06-03,23.780001,,,,,,,,,,
1952-06-04,23.950001,,,,,,,,,,
1952-06-05,24.1,,,,,,,,,,
1952-06-06,24.26,,,,,,,,,,
1952-06-09,24.370001,,,,,,,,,,
1952-06-10,24.23,,,,,,,,,,
1952-06-11,24.309999,,,,,,,,,,
1952-06-12,24.309999,,,,,,,,,,
1952-06-13,24.370001,,,,,,,,,,
1952-06-16,24.299999,,,,,,,,,,
1952-06-17,24.33,,,,,,,,,,
1952-06-18,24.43,,,,,,,,,,
1952-06-19,24.51,,,,,,,,,,
1952-06-20,24.59,,,,,,,,,,
1952-06-23,24.559999,,,,,,,,,,
1952-06-24,24.6,,,,,,,,,,
1952-06-25,24.66,,,,,,,,,,
1952-06-26,24.75,,,,,,,,,,
1952-06-27,24.83,,,,,,,,,,
1952-06-30,24.959999,,,,,,,,,12.4478815817894,15.9273025556327
1952-07-01,25.120001,0.00282312695175158,0.00563805289777442,,,,,,,,
1952-07-02,25.059999,,,,,,,,,,
1952-07-03,25.049999,,,,,,,,,,
1952-07-07,24.969999,,,,,,,,,,
1952-07-08,24.959999,,,,,,,,,,
1952-07-09,24.860001,,,,,,,,,,
1952-07-10,24.809999,,,,,,,,,,
1952-07-11,24.98,,,,,,,,,,
1952-07-14,25.030001,,,,,,,,,,
1952-07-15,25.16,,,,,,,,,,
1952-07-16,25.16,,,,,,,,,,
1952-07-17,25.049999,,,,,,,,,,
1952-07-18,24.85,,,,,,,,,,
1952-07-21,24.950001,,,,,,,,,,
1952-07-22,25,,,,,,,,,,
1952-07-23,25.110001,,,,,,,,,,
1952-07-24,25.24,,,,,,,,,,
1952-07-25,25.16,,,,,,,,,,
1952-07-28,25.200001,,,,,,,,,,
1952-07-29,25.26,,,,,,,,,,
1952-07-30,25.370001,,,,,,,,,,
1952-07-31,25.4,,,,,,,,,12.6691128896225,16.2140435243705
1952-08-01,25.450001,,0.000374742369010139,,,,,,,,
1952-08-04,25.43,,,,,,,,,,
1952-08-05,25.459999,,,,,,,,,,
1952-08-06,25.440001,,,,,,,,,,
1952-08-07,25.52,,,,,,,,,,
1952-08-08,25.549999,,,,,,,,,,
1952-08-11,25.52,,,,,,,,,,
1952-08-12,25.309999,,,,,,,,,,
1952-08-13,25.280001,,,,,,,,,,
1952-08-14,25.280001,,,,,,,,,,
1952-08-15,25.200001,,,,,,,,,,
1952-08-18,24.940001,,,,,,,,,,
1952-08-19,24.889999,,,,,,,,,,
1952-08-20,24.950001,,,,,,,,,,
1952-08-21,24.98,,,,,,,,,,
1952-08-22,24.99,,,,,,,,,,
1952-08-25,24.870001,,,,,,,,,,
1952-08-26,24.83,,,,,,,,,,
1952-08-27,24.940001,,,,,,,,,,
1952-08-28,24.969999,,,,,,,,,,
1952-08-29,25.030001,,,,,,,,,,
1952-08-31,25.030001,,,,,,,,,12.6783782363286,16.2303715378819
1952-09-01,25.030001,,-0.00225056359059206,,,,,,,,
1952-09-02,25.15,,,,,,,,,,
1952-09-03,25.25,,,,,,,,,,
1952-09-04,25.24,,,,,,,,,,
1952-09-05,25.209999,,,,,,,,,,
1952-09-08,25.110001,,,,,,,,,,
1952-09-09,24.860001,,,,,,,,,,
1952-09-10,24.690001,,,,,,,,,,
1952-09-11,24.719999,,,,,,,,,,
1952-09-12,24.709999,,,,,,,,,,
1952-09-15,24.450001,,,,,,,,,,
1952-09-16,24.530001,,,,,,,,,,
1952-09-17,24.58,,,,,,,,,,
1952-09-18,24.51,,,,,,,,,,
1952-09-19,24.57,,,,,,,,,,
1952-09-22,24.59,,,,,,,,,,
1952-09-23,24.700001,,,,,,,,,,
1952-09-24,24.790001,,,,,,,,,,
1952-09-25,24.809999,,,,,,,,,,
1952-09-26,24.73,,,,,,,,,,
1952-09-29,24.68,,,,,,,,,,
1952-09-30,24.540001,,,,,,,,,12.4346780204255,15.9247462046267
1952-10-01,24.48,0.0277417844906847,0.00225056359059206,,,,,,,,
1952-10-02,24.52,,,,,,,,,,
1952-10-03,24.5,,,,,,,,,,
1952-10-06,24.440001,,,,,,,,,,
1952-10-07,24.4,,,,,,,,,,
1952-10-08,24.58,,,,,,,,,,
1952-10-09,24.57,,,,,,,,,,
1952-10-10,24.549999,,,,,,,,,,
1952-10-14,24.48,,,,,,,,,,
1952-10-15,24.059999,,,,,,,,,,
1952-10-16,23.91,,,,,,,,,,
1952-10-17,24.200001,,,,,,,,,,
1952-10-20,24.129999,,,,,,,,,,
1952-10-21,24.07,,,,,,,,,,
1952-10-22,23.799999,,,,,,,,,,
1952-10-23,23.870001,,,,,,,,,,
1952-10-24,24.030001,,,,,,,,,,
1952-10-27,24.09,,,,,,,,,,
1952-10-28,24.129999,,,,,,,,,,
1952-10-29,24.15,,,,,,,,,,
1952-10-30,24.15,,,,,,,,,,
1952-10-31,24.52,,,,,,,,,12.1311835586869,15.5436957513438
1952-11-01,24.52,,0,,,,,,,,
1952-11-03,24.6,,,,,,,,,,
1952-11-05,24.67,,,,,,,,,,
1952-11-06,24.77,,,,,,,,,,
1952-11-07,24.780001,,,,,,,,,,
1952-11-10,24.77,,,,,,,,,,
1952-11-12,24.65,,,,,,,,,,
1952-11-13,24.709999,,,,,,,,,,
1952-11-14,24.75,,,,,,,,,,
1952-11-17,24.799999,,,,,,,,,,
1952-11-18,25.16,,,,,,,,,,
1952-11-19,25.33,,,,,,,,,,
1952-11-20,25.280001,,,,,,,,,,
1952-11-21,25.27,,,,,,,,,,
1952-11-24,25.42,,,,,,,,,,
1952-11-25,25.360001,,,,,,,,,,
1952-11-26,25.52,,,,,,,,,,
1952-11-28,25.66,,,,,,,,,,
1952-11-30,25.66,,,,,,,,,12.4734697655153,15.9864403608815
1952-12-01,25.68,,0.00074906370543637,,,,,,,,
1952-12-02,25.74,,,,,,,,,,
1952-12-03,25.709999,,,,,,,,,,
1952-12-04,25.610001,,,,,,,,,,
1952-12-05,25.620001,,,,,,,,,,
1952-12-08,25.76,,,,,,,,,,
1952-12-09,25.93,,,,,,,,,,
1952-12-10,25.98,,,,,,,,,,
1952-12-11,25.959999,,,,,,,,,,
1952-12-12,26.040001,,,,,,,,,,
1952-12-15,26.040001,,,,,,,,,,
1952-12-16,26.07,,,,,,,,,,
1952-12-17,26.040001,,,,,,,,,,
1952-12-18,26.030001,,,,,,,,,,
1952-12-19,26.15,,,,,,,,,,
1952-12-22,26.299999,,,,,,,,,,
1952-12-23,26.190001,,,,,,,,,,
1952-12-24,26.209999,,,,,,,,,,
1952-12-26,26.25,,,,,,,,,,
1952-12-29,26.4,,,,,,,,,,
1952-12-30,26.59,,,,,,,,,,
1952-12-31,26.57,,,,,,,,,12.9339643061614,16.5765194524173
1953-01-01,26.57,0.0147335584359585,-0.00262418144968102,,,,,,,,
1953-01-02,26.540001,,,,,,,,,,
1953-01-05,26.66,,,,,,,,,,
1953-01-06,26.48,,,,,,,,,,
1953-01-07,26.370001,,,,,,,,,,
1953-01-08,26.33,,,,,,,,,,
1953-01-09,26.08,,,,,,,,,,
1953-01-12,25.860001,,,,,,,,,,
1953-01-13,26.02,,,,,,,,,,
1953-01-14,26.08,,,,,,,,,,
1953-01-15,26.129999,,,,,,,,,,
1953-01-16,26.02,,,,,,,,,,
1953-01-19,26.01,,,,,,,,,,
1953-01-20,26.139999,,,,,,,,,,
1953-01-21,26.09,,,,,,,,,,
1953-01-22,26.120001,,,,,,,,,,
1953-01-23,26.07,,,,,,,,,,
1953-01-26,26.02,,,,,,,,,,
1953-01-27,26.049999,,,,,,,,,,
1953-01-28,26.129999,,,,,,,,,,
1953-01-29,26.200001,,,,,,,,,,
1953-01-30,26.379999,,,,,,,,,,
1953-01-31,26.379999,,,,,,,,,13.0107734479952,16.673801176942
1953-02-01,26.379999,,-0.00187864041725971,,,,,,,,
1953-02-02,26.51,,,,,,,,,,
1953-02-03,26.540001,,,,,,,,,,
1953-02-04,26.42,,,,,,,,,,
1953-02-05,26.15,,,,,,,,,,
1953-02-06,26.51,,,,,,,,,,
1953-02-09,25.690001,,,,,,,,,,
1953-02-10,25.620001,,,,,,,,,,
1953-02-11,25.639999,,,,,,,,,,
1953-02-13,25.74,,,,,,,,,,
1953-02-16,25.65,,,,,,,,,,
1953-02-17,25.5,,,,,,,,,,
1953-02-18,25.48,,,,,,,,,,
1953-02-19,25.57,,,,,,,,,,
1953-02-20,25.629999,,,,,,,,,,
1953-02-24,25.75,,,,,,,,,,
1953-02-25,25.91,,,,,,,,,,
1953-02-26,25.950001,,,,,,,,,,
1953-02-27,25.9,,,,,,,,,,
1953-02-28,25.9,,,,,,,,,12.8593468806879,16.4790486218649
1953-03-01,25.9,,0.0015031945709123,,,,,,,,
1953-03-02,25.93,,,,,,,,,,
1953-03-03,26,,,,,,,,,,
1953-03-04,25.780001,,,,,,,,,,
1953-03-05,25.790001,,,,,,,,,,
1953-03-06,25.84,,,,,,,,,,
1953-03-09,25.83,,,,,,,,,,
1953-03-10,25.91,,,,,,,,,,
1953-03-11,26.120001,,,,,,,,,,
1953-03-12,26.129999,,,,,,,,,,
1953-03-13,26.18,,,,,,,,,,
1953-03-16,26.219999,,,,,,,,,,
1953-03-17,26.33,,,,,,,,,,
1953-03-18,26.24,,,,,,,,,,
1953-03-19,26.219999,,,,,,,,,,
1953-03-20,26.18,,,,,,,,,,
1953-03-23,26.02,,,,,,,,,,
1953-03-24,26.17,,,,,,,,,,
1953-03-25,26.1,,,,,,,,,,
1953-03-26,25.950001,,,,,,,,,,
1953-03-27,25.99,,,,,,,,,,
1953-03-30,25.610001,,,,,,,,,,
1953-03-31,25.290001,,,,,,,,,12.8348193400925,16.4460638274511
1953-04-01,25.25,0.00398617093855336,0.00225056359059206,,,,,,,,
1953-04-02,25.23,,,,,,,,,,
1953-04-06,24.610001,,,,,,,,,,
1953-04-07,24.709999,,,,,,,,,,
1953-04-08,24.93,,,,,,,,,,
1953-04-09,24.879999,,,,,,,,,,
1953-04-10,24.82,,,,,,,,,,
1953-04-13,24.77,,,,,,,,,,
1953-04-14,24.860001,,,,,,,,,,
1953-04-15,24.959999,,,,,,,,,,
1953-04-16,24.91,,,,,,,,,,
1953-04-17,24.620001,,,,,,,,,,
1953-04-20,24.73,,,,,,,,,,
1953-04-21,24.67,,,,,,,,,,
1953-04-22,24.459999,,,,,,,,,,
1953-04-23,24.190001,,,,,,,,,,
1953-04-24,24.200001,,,,,,,,,,
1953-04-27,24.34,,,,,,,,,,
1953-04-28,24.52,,,,,,,,,,
1953-04-29,24.68,,,,,,,,,,
1953-04-30,24.620001,,,,,,,,,12.1639014540068,15.5890683801962
1953-05-01,24.73,,0.000374601989770795,,,,,,,,
1953-05-04,25,,,,,,,,,,
1953-05-05,25.030001,,,,,,,,,,
1953-05-06,25,,,,,,,,,,
1953-05-07,24.9,,,,,,,,,,
1953-05-08,24.9,,,,,,,,,,
1953-05-11,24.91,,,,,,,,,,
1953-05-12,24.74,,,,,,,,,,
1953-05-13,24.709999,,,,,,,,,,
1953-05-14,24.85,,,,,,,,,,
1953-05-15,24.84,,,,,,,,,,
1953-05-18,24.75,,,,,,,,,,
1953-05-19,24.700001,,,,,,,,,,
1953-05-20,24.93,,,,,,,,,,
1953-05-21,25.059999,,,,,,,,,,
1953-05-22,25.030001,,,,,,,,,,
1953-05-25,24.99,,,,,,,,,,
1953-05-26,24.870001,,,,,,,,,,
1953-05-27,24.639999,,,,,,,,,,
1953-05-28,24.459999,,,,,,,,,,
1953-05-29,24.540001,,,,,,,,,,
1953-05-31,24.540001,,,,,,,,,12.1419707918678,15.5632033871073
1953-06-01,24.15,,0.00261829212605758,,,,,,,,
1953-06-02,24.219999,,,,,,,,,,
1953-06-03,24.18,,,,,,,,,,
1953-06-04,24.030001,,,,,,,,,,
1953-06-05,24.09,,,,,,,,,,
1953-06-08,24.01,,,,,,,,,,
1953-06-09,23.6,,,,,,,,,,
1953-06-10,23.540001,,,,,,,,,,
1953-06-11,23.75,,,,,,,,,,
1953-06-12,23.82,,,,,,,,,,
1953-06-15,23.620001,,,,,,,,,,
1953-06-16,23.549999,,,,,,,,,,
1953-06-17,23.85,,,,,,,,,,
1953-06-18,23.84,,,,,,,,,,
1953-06-19,23.84,,,,,,,,,,
1953-06-22,23.959999,,,,,,,,,,
1953-06-23,24.120001,,,,,,,,,,
1953-06-24,24.09,,,,,,,,,,
1953-06-25,24.190001,,,,,,,,,,
1953-06-26,24.209999,,,,,,,,,,
1953-06-29,24.139999,,,,,,,,,,
1953-06-30,24.139999,,,,,,,,,11.6244078854701,14.9045222124771
1953-07-01,24.24,-0.0101726687960522,0.00074682602425602,,,,,,,,
1953-07-02,24.309999,,,,,,,,,,
1953-07-03,24.360001,,,,,,,,,,
1953-07-06,24.379999,,,,,,,,,,
1953-07-07,24.51,,,,,,,,,,
1953-07-08,24.5,,,,,,,,,,
1953-07-09,24.43,,,,,,,,,,
1953-07-10,24.41,,,,,,,,,,
1953-07-13,24.17,,,,,,,,,,
1953-07-14,24.08,,,,,,,,,,
1953-07-15,24.15,,,,,,,,,,
1953-07-16,24.18,,,,,,,,,,
1953-07-17,24.35,,,,,,,,,,
1953-07-20,24.219999,,,,,,,,,,
1953-07-21,24.16,,,,,,,,,,
1953-07-22,24.190001,,,,,,,,,,
1953-07-23,24.23,,,,,,,,,,
1953-07-24,24.23,,,,,,,,,,
1953-07-27,24.07,,,,,,,,,,
1953-07-28,24.110001,,,,,,,,,,
1953-07-29,24.26,,,,,,,,,,
1953-07-30,24.49,,,,,,,,,,
1953-07-31,24.75,,,,,,,,,11.75020164531,15.0691292072302
1953-08-01,24.75,,0.00223713739835629,,,,,,,,
1953-08-03,24.84,,,,,,,,,,
1953-08-04,24.780001,,,,,,,,,,
1953-08-05,24.68,,,,,,,,,,
1953-08-06,24.799999,,,,,,,,,,
1953-08-07,24.780001,,,,,,,,,,
1953-08-10,24.75,,,,,,,,,,
1953-08-11,24.719999,,,,,,,,,,
1953-08-12,24.780001,,,,,,,,,,
1953-08-13,24.73,,,,,,,,,,
1953-08-14,24.620001,,,,,,,,,,
1953-08-17,24.559999,,,,,,,,,,
1953-08-18,24.459999,,,,,,,,,,
1953-08-19,24.309999,,,,,,,,,,
1953-08-20,24.290001,,,,,,,,,,
1953-08-21,24.35,,,,,,,,,,
1953-08-24,24.09,,,,,,,,,,
1953-08-25,23.93,,,,,,,,,,
1953-08-26,23.860001,,,,,,,,,,
1953-08-27,23.790001,,,,,,,,,,
1953-08-28,23.74,,,,,,,,,,
1953-08-31,23.32,,,,,,,,,11.715076201734,15.0270190467341
1953-09-01,23.42,,0.00148864932589987,,,,,,,,
1953-09-02,23.559999,,,,,,,,,,
1953-09-03,23.51,,,,,,,,,,
1953-09-04,23.57,,,,,,,,,,
1953-09-08,23.610001,,,,,,,,,,
1953-09-09,23.65,,,,,,,,,,
1953-09-10,23.41,,,,,,,,,,
1953-09-11,23.139999,,,,,,,,,,
1953-09-14,22.709999,,,,,,,,,,
1953-09-15,22.9,,,,,,,,,,
1953-09-16,23.01,,,,,,,,,,
1953-09-17,23.07,,,,,,,,,,
1953-09-18,22.950001,,,,,,,,,,
1953-09-21,22.879999,,,,,,,,,,
1953-09-22,23.200001,,,,,,,,,,
1953-09-23,23.23,,,,,,,,,,
1953-09-24,23.24,,,,,,,,,,
1953-09-25,23.299999,,,,,,,,,,
1953-09-28,23.450001,,,,,,,,,,
1953-09-29,23.49,,,,,,,,,,
1953-09-30,23.35,,,,,,,,,11.1393493572629,14.2947479541971
1953-10-01,23.49,-0.0199373881490654,0.00222882707423278,,,,,,,,
1953-10-02,23.59,,,,,,,,,,
1953-10-05,23.48,,,,,,,,,,
1953-10-06,23.389999,,,,,,,,,,
1953-10-07,23.58,,,,,,,,,,
1953-10-08,23.620001,,,,,,,,,,
1953-10-09,23.66,,,,,,,,,,
1953-10-13,23.57,,,,,,,,,,
1953-10-14,23.68,,,,,,,,,,
1953-10-15,23.950001,,,,,,,,,,
1953-10-16,24.139999,,,,,,,,,,
1953-10-19,24.16,,,,,,,,,,
1953-10-20,24.17,,,,,,,,,,
1953-10-21,24.190001,,,,,,,,,,
1953-10-22,24.299999,,,,,,,,,,
1953-10-23,24.35,,,,,,,,,,
1953-10-26,24.309999,,,,,,,,,,
1953-10-27,24.26,,,,,,,,,,
1953-10-28,24.290001,,,,,,,,,,
1953-10-29,24.58,,,,,,,,,,
1953-10-30,24.540001,,,,,,,,,,
1953-10-31,24.540001,,,,,,,,,11.3919347654214,14.6237988988797
1953-11-01,24.540001,,-0.00371747640013265,,,,,,,,
1953-11-02,24.66,,,,,,,,,,
1953-11-04,24.51,,,,,,,,,,
1953-11-05,24.639999,,,,,,,,,,
1953-11-06,24.610001,,,,,,,,,,
1953-11-09,24.66,,,,,,,,,,
1953-11-10,24.370001,,,,,,,,,,
1953-11-12,24.459999,,,,,,,,,,
1953-11-13,24.540001,,,,,,,,,,
1953-11-16,24.379999,,,,,,,,,,
1953-11-17,24.25,,,,,,,,,,
1953-11-18,24.290001,,,,,,,,,,
1953-11-19,24.4,,,,,,,,,,
1953-11-20,24.440001,,,,,,,,,,
1953-11-23,24.360001,,,,,,,,,,
1953-11-24,24.5,,,,,,,,,,
1953-11-25,24.52,,,,,,,,,,
1953-11-27,24.66,,,,,,,,,,
1953-11-30,24.76,,,,,,,,,11.6440702685058,14.9530685133748
1953-12-01,24.780001,,0.000744601672526102,,,,,,,,
1953-12-02,24.950001,,,,,,,,,,
1953-12-03,24.969999,,,,,,,,,,
1953-12-04,24.98,,,,,,,,,,
1953-12-07,24.950001,,,,,,,,,,
1953-12-08,24.870001,,,,,,,,,,
1953-12-09,24.84,,,,,,,,,,
1953-12-10,24.780001,,,,,,,,,,
1953-12-11,24.76,,,,,,,,,,
1953-12-14,24.690001,,,,,,,,,,
1953-12-15,24.709999,,,,,,,,,,
1953-12-16,24.959999,,,,,,,,,,
1953-12-17,24.940001,,,,,,,,,,
1953-12-18,24.99,,,,,,,,,,
1953-12-21,24.950001,,,,,,,,,,
1953-12-22,24.76,,,,,,,,,,
1953-12-23,24.690001,,,,,,,,,,
1953-12-24,24.799999,,,,,,,,,,
1953-12-28,24.709999,,,,,,,,,,
1953-12-29,24.549999,,,,,,,,,,
1953-12-30,24.76,,,,,,,,,,
1953-12-31,24.809999,,,,,,,,,11.7544491840273,15.101395257016
1954-01-01,24.809999,-0.00908491500784869,0.00260174835481841,,,,,,,,
1954-01-04,24.950001,,,,,,,,,,
1954-01-05,25.1,,,,,,,,,,
1954-01-06,25.139999,,,,,,,,,,
1954-01-07,25.059999,,,,,,,,,,
1954-01-08,24.93,,,,,,,,,,
1954-01-11,24.799999,,,,,,,,,,
1954-01-12,24.93,,,,,,,,,,
1954-01-13,25.07,,,,,,,,,,
1954-01-14,25.190001,,,,,,,,,,
1954-01-15,25.43,,,,,,,,,,
1954-01-18,25.43,,,,,,,,,,
1954-01-19,25.68,,,,,,,,,,
1954-01-20,25.75,,,,,,,,,,
1954-01-21,25.790001,,,,,,,,,,
1954-01-22,25.85,,,,,,,,,,
1954-01-25,25.93,,,,,,,,,,
1954-01-26,26.09,,,,,,,,,,
1954-01-27,26.01,,,,,,,,,,
1954-01-28,26.02,,,,,,,,,,
1954-01-29,26.08,,,,,,,,,,
1954-01-31,26.08,,,,,,,,,12.0026505549278,15.4270613910025
1954-02-01,25.99,,0.00185425604769529,,,,,,,,
1954-02-02,25.92,,,,,,,,,,
1954-02-03,26.01,,,,,,,,,,
1954-02-04,26.200001,,,,,,,,,,
1954-02-05,26.299999,,,,,,,,,,
1954-02-08,26.23,,,,,,,,,,
1954-02-09,26.17,,,,,,,,,,
1954-02-10,26.139999,,,,,,,,,,
1954-02-11,26.059999,,,,,,,,,,
1954-02-12,26.120001,,,,,,,,,,
1954-02-15,26.040001,,,,,,,,,,
1954-02-16,25.809999,,,,,,,,,,
1954-02-17,25.860001,,,,,,,,,,
1954-02-18,25.860001,,,,,,,,,,
1954-02-19,25.92,,,,,,,,,,
1954-02-23,25.83,,,,,,,,,,
1954-02-24,25.83,,,,,,,,,,
1954-02-25,25.91,,,,,,,,,,
1954-02-26,26.15,,,,,,,,,,
1954-02-28,26.15,,,,,,,,,12.2150524854328,15.7057553654446
1954-03-01,26.25,,-0.0022255202064061,,,,,,,,
1954-03-02,26.32,,,,,,,,,,
1954-03-03,26.32,,,,,,,,,,
1954-03-04,26.41,,,,,,,,,,
1954-03-05,26.52,,,,,,,,,,
1954-03-08,26.450001,,,,,,,,,,
1954-03-09,26.51,,,,,,,,,,
1954-03-10,26.57,,,,,,,,,,
1954-03-11,26.690001,,,,,,,,,,
1954-03-12,26.690001,,,,,,,,,,
1954-03-15,26.57,,,,,,,,,,
1954-03-16,26.559999,,,,,,,,,,
1954-03-17,26.620001,,,,,,,,,,
1954-03-18,26.73,,,,,,,,,,
1954-03-19,26.809999,,,,,,,,,,
1954-03-22,26.790001,,,,,,,,,,
1954-03-23,26.6,,,,,,,,,,
1954-03-24,26.469999,,,,,,,,,,
1954-03-25,26.42,,,,,,,,,,
1954-03-26,26.559999,,,,,,,,,,
1954-03-29,26.66,,,,,,,,,,
1954-03-30,26.690001,,,,,,,,,,
1954-03-31,26.940001,,,,,,,,,12.42010529519,15.9740584036132
1954-04-01,27.17,-0.00298571345707721,-0.00260271572841564,,,,,,,,
1954-04-02,27.209999,,,,,,,,,,
1954-04-05,27.26,,,,,,,,,,
1954-04-06,27.01,,,,,,,,,,
1954-04-07,27.110001,,,,,,,,,,
1954-04-08,27.379999,,,,,,,,,,
1954-04-09,27.379999,,,,,,,,,,
1954-04-12,27.57,,,,,,,,,,
1954-04-13,27.639999,,,,,,,,,,
1954-04-14,27.85,,,,,,,,,,
1954-04-15,27.940001,,,,,,,,,,
1954-04-19,27.76,,,,,,,,,,
1954-04-20,27.75,,,,,,,,,,
1954-04-21,27.639999,,,,,,,,,,
1954-04-22,27.68,,,,,,,,,,
1954-04-23,27.780001,,,,,,,,,,
1954-04-26,27.879999,,,,,,,,,,
1954-04-27,27.709999,,,,,,,,,,
1954-04-28,27.76,,,,,,,,,,
1954-04-29,28.18,,,,,,,,,,
1954-04-30,28.26,,,,,,,,,12.9078681840609,16.6030592918695
1954-05-01,28.26,,0.00260271572841564,,,,,,,,
1954-05-03,28.209999,,,,,,,,,,
1954-05-04,28.280001,,,,,,,,,,
1954-05-05,28.290001,,,,,,,,,,
1954-05-06,28.51,,,,,,,,,,
1954-05-07,28.65,,,,,,,,,,
1954-05-10,28.620001,,,,,,,,,,
1954-05-11,28.49,,,,,,,,,,
1954-05-12,28.719999,,,,,,,,,,
1954-05-13,28.559999,,,,,,,,,,
1954-05-14,28.799999,,,,,,,,,,
